CWE_ID,Name,Abstraction,Structure,Status,Mapping_Status,Description
591,Sensitive Data Storage in Improperly Locked Memory,Variant,Simple,Draft,Allowed,"The product stores sensitive data in memory that is not locked, or that has been incorrectly locked, which might cause the memory to be written to swap files on disk by the virtual memory manager. This can make the data more accessible to external actors."
593,Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created,Variant,Simple,Draft,Allowed,The product modifies the SSL context after connection creation has begun.
594,J2EE Framework: Saving Unserializable Objects to Disk,Variant,Simple,Incomplete,Allowed,When the J2EE container attempts to write unserializable objects to disk there is no guarantee that the process will complete successfully.
595,Comparison of Object References Instead of Object Contents,Variant,Simple,Incomplete,Allowed,"The product compares object references instead of the contents of the objects themselves, preventing it from detecting equivalent objects."
597,Use of Wrong Operator in String Comparison,Variant,Simple,Draft,Allowed,"The product uses the wrong operator when comparing a string, such as using ""=="" when the .equals() method should be used instead."
598,Use of HTTP Request With Sensitive Query String,Variant,Simple,Draft,Allowed,"The web application uses an HTTP method to process a request, but the request includes sensitive information in the query string."
599,Missing Validation of OpenSSL Certificate,Variant,Simple,Incomplete,Allowed,The product uses OpenSSL and trusts or uses a certificate without using the SSL_get_verify_result() function to ensure that the certificate satisfies all necessary security requirements.
6,J2EE Misconfiguration: Insufficient Session-ID Length,Variant,Simple,Incomplete,Allowed,The J2EE application is configured to use an insufficient session ID length.
600,Uncaught Exception in Servlet,Variant,Simple,Draft,Allowed,"The Servlet does not catch all exceptions, which may reveal sensitive debugging information."
601,URL Redirection to Untrusted Site ('Open Redirect'),Base,Simple,Draft,Allowed,"The web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a redirect."
603,Use of Client-Side Authentication,Base,Simple,Draft,Allowed,"A client/server product performs authentication within client code but not in server code, allowing server-side authentication to be bypassed via a modified client that omits the authentication check."
605,Multiple Binds to the Same Port,Variant,Simple,Draft,Allowed,"When multiple sockets are allowed to bind to the same port, other services on that port may be stolen or spoofed."
606,Unchecked Input for Loop Condition,Base,Simple,Draft,Allowed,"The product does not properly check inputs that are used for loop conditions, potentially leading to a denial of service or other consequences because of excessive looping."
607,Public Static Final Field References Mutable Object,Variant,Simple,Draft,Allowed,"A public or protected static final field references a mutable object, which allows the object to be changed by malicious code, or accidentally from another package."
608,Struts: Non-private Field in ActionForm Class,Variant,Simple,Draft,Allowed,"An ActionForm class contains a field that has not been declared private, which can be accessed without using a setter or getter."
609,Double-Checked Locking,Base,Simple,Draft,Allowed,"The product uses double-checked locking to access a resource without the overhead of explicit synchronization, but the locking is insufficient."
61,UNIX Symbolic Link (Symlink) Following,Compound,Composite,Incomplete,Allowed,"The product, when opening a file or directory, does not sufficiently account for when the file is a symbolic link that resolves to a target outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files."
611,Improper Restriction of XML External Entity Reference,Base,Simple,Draft,Allowed,"The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output."
612,Improper Authorization of Index Containing Sensitive Information,Base,Simple,Draft,Allowed,"The product creates a search index of private or sensitive documents, but it does not properly limit index access to actors who are authorized to see the original information."
614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,Variant,Simple,Draft,Allowed,The Secure attribute for sensitive cookies in HTTPS sessions is not set.
615,Inclusion of Sensitive Information in Source Code Comments,Variant,Simple,Incomplete,Allowed,"While adding general comments is very useful, some programmers tend to leave important data, such as: filenames related to the web application, old links or links which were not meant to be browsed by users, old code fragments, etc."
616,Incomplete Identification of Uploaded File Variables (PHP),Variant,Simple,Incomplete,Allowed,"The PHP application uses an old method for processing uploaded files by referencing the four global variables that are set for each file (e.g. $varname, $varname_size, $varname_name, $varname_type). These variables could be overwritten by attackers, causing the application to process unauthorized files."
617,Reachable Assertion,Base,Simple,Draft,Allowed,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary."
618,Exposed Unsafe ActiveX Method,Variant,Simple,Incomplete,Allowed,"An ActiveX control is intended for use in a web browser, but it exposes dangerous methods that perform actions that are outside of the browser's security model (e.g. the zone or domain)."
619,Dangling Database Cursor ('Cursor Injection'),Base,Simple,Incomplete,Allowed,"If a database cursor is not closed properly, then it could become accessible to other users while retaining the same privileges that were originally assigned, leaving the cursor ""dangling."""
62,UNIX Hard Link,Variant,Simple,Incomplete,Allowed,"The product, when opening a file or directory, does not sufficiently account for when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files."
620,Unverified Password Change,Base,Simple,Draft,Allowed,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication."
621,Variable Extraction Error,Variant,Simple,Incomplete,Allowed,"The product uses external input to determine the names of variables into which information is extracted, without verifying that the names of the specified variables are valid. This could cause the program to overwrite unintended variables."
622,Improper Validation of Function Hook Arguments,Variant,Simple,Draft,Allowed,"The product adds hooks to user-accessible API functions, but it does not properly validate the arguments. This could lead to resultant vulnerabilities."
623,Unsafe ActiveX Control Marked Safe For Scripting,Variant,Simple,Draft,Allowed,"An ActiveX control is intended for restricted use, but it has been marked as safe-for-scripting."
624,Executable Regular Expression Error,Base,Simple,Incomplete,Allowed,"The product uses a regular expression that either (1) contains an executable component with user-controlled inputs, or (2) allows a user to enable execution by inserting pattern modifiers."
625,Permissive Regular Expression,Base,Simple,Draft,Allowed,The product uses a regular expression that does not sufficiently restrict the set of allowed values.
626,Null Byte Interaction Error (Poison Null Byte),Variant,Simple,Draft,Allowed,The product does not properly handle null bytes or NUL characters when passing data between different representations or components.
627,Dynamic Variable Evaluation,Variant,Simple,Incomplete,Allowed,"In a language where the user can influence the name of a variable at runtime, if the variable names are not controlled, an attacker can read or write to arbitrary variables, or access arbitrary functions."
628,Function Call with Incorrectly Specified Arguments,Base,Simple,Draft,Allowed,"The product calls a function, procedure, or routine with arguments that are not correctly specified, leading to always-incorrect behavior and resultant weaknesses."
639,Authorization Bypass Through User-Controlled Key,Base,Simple,Incomplete,Allowed,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.
64,Windows Shortcut Following (.LNK),Variant,Simple,Incomplete,Allowed,"The product, when opening a file or directory, does not sufficiently handle when the file is a Windows shortcut (.LNK) whose target is outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files."
641,Improper Restriction of Names for Files and Other Resources,Base,Simple,Incomplete,Allowed,"The product constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name."
643,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),Base,Simple,Incomplete,Allowed,"The product uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query."
644,Improper Neutralization of HTTP Headers for Scripting Syntax,Variant,Simple,Incomplete,Allowed,"The product does not neutralize or incorrectly neutralizes web scripting syntax in HTTP headers that can be used by web browser components that can process raw headers, such as Flash."
645,Overly Restrictive Account Lockout Mechanism,Base,Simple,Incomplete,Allowed,"The product contains an account lockout protection mechanism, but the mechanism is too restrictive and can be triggered too easily, which allows attackers to deny service to legitimate users by causing their accounts to be locked out."
646,Reliance on File Name or Extension of Externally-Supplied File,Variant,Simple,Incomplete,Allowed,"The product allows a file to be uploaded, but it relies on the file name or extension of the file to determine the appropriate behaviors. This could be used by attackers to cause the file to be misclassified and processed in a dangerous fashion."
647,Use of Non-Canonical URL Paths for Authorization Decisions,Variant,Simple,Incomplete,Allowed,The product defines policy namespaces and makes authorization decisions based on the assumption that a URL is canonical. This can allow a non-canonical URL to bypass the authorization.
648,Incorrect Use of Privileged APIs,Base,Simple,Incomplete,Allowed,The product does not conform to the API requirements for a function call that requires extra privileges. This could allow attackers to gain privileges by causing the function to be called incorrectly.
649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,Base,Simple,Incomplete,Allowed,"The product uses obfuscation or encryption of inputs that should not be mutable by an external actor, but the product does not use integrity checks to detect if those inputs have been modified."
65,Windows Hard Link,Variant,Simple,Incomplete,Allowed,"The product, when opening a file or directory, does not sufficiently handle when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files."
650,Trusting HTTP Permission Methods on the Server Side,Variant,Simple,Incomplete,Allowed,"The server contains a protection mechanism that assumes that any URI that is accessed using HTTP GET will not cause a state change to the associated resource. This might allow attackers to bypass intended access restrictions and conduct resource modification and deletion attacks, since some applications allow GET to modify state."
651,Exposure of WSDL File Containing Sensitive Information,Variant,Simple,Incomplete,Allowed,The Web services architecture may require exposing a Web Service Definition Language (WSDL) file that contains information on the publicly accessible services and how callers of these services should interact with them (e.g. what parameters they expect and what types they return).
652,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),Base,Simple,Incomplete,Allowed,"The product uses external input to dynamically construct an XQuery expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query."
653,Improper Isolation or Compartmentalization,Class,Simple,Draft,Allowed,"The product does not properly compartmentalize or isolate functionality, processes, or resources that require different privilege levels, rights, or permissions."
654,Reliance on a Single Factor in a Security Decision,Base,Simple,Draft,Allowed,"A protection mechanism relies exclusively, or to a large extent, on the evaluation of a single condition or the integrity of a single object or entity in order to make a decision about granting access to restricted resources or functionality."
66,Improper Handling of File Names that Identify Virtual Resources,Base,Simple,Draft,Allowed,"The product does not handle or incorrectly handles a file name that identifies a ""virtual"" resource that is not directly specified within the directory that is associated with the file name, causing the product to perform file-based operations on a resource that is not a file."
663,Use of a Non-reentrant Function in a Concurrent Context,Base,Simple,Draft,Allowed,The product calls a non-reentrant function in a concurrent context in which a competing code sequence (e.g. thread or signal handler) may have an opportunity to call the same function or otherwise influence its state.
67,Improper Handling of Windows Device Names,Variant,Simple,Incomplete,Allowed,"The product constructs pathnames from user input, but it does not handle or incorrectly handles a pathname containing a Windows device name such as AUX or CON. This typically leads to denial of service or an information exposure when the application attempts to process the pathname as a regular file."
676,Use of Potentially Dangerous Function,Base,Simple,Draft,Allowed,"The product invokes a potentially dangerous function that could introduce a vulnerability if it is used incorrectly, but the function can also be used safely."
681,Incorrect Conversion between Numeric Types,Base,Simple,Draft,Allowed,"When converting from one data type to another, such as long to integer, data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context, then dangerous behaviors may occur."
683,Function Call With Incorrect Order of Arguments,Variant,Simple,Draft,Allowed,"The product calls a function, procedure, or routine, but the caller specifies the arguments in an incorrect order, leading to resultant weaknesses."
685,Function Call With Incorrect Number of Arguments,Variant,Simple,Draft,Allowed,"The product calls a function, procedure, or routine, but the caller specifies too many arguments, or too few arguments, which may lead to undefined behavior and resultant weaknesses."
686,Function Call With Incorrect Argument Type,Variant,Simple,Draft,Allowed,"The product calls a function, procedure, or routine, but the caller specifies an argument that is the wrong data type, which may lead to resultant weaknesses."
687,Function Call With Incorrectly Specified Argument Value,Variant,Simple,Draft,Allowed,"The product calls a function, procedure, or routine, but the caller specifies an argument that contains the wrong value, which may lead to resultant weaknesses."
688,Function Call With Incorrect Variable or Reference as Argument,Variant,Simple,Draft,Allowed,"The product calls a function, procedure, or routine, but the caller specifies the wrong variable or reference as one of the arguments, which may lead to undefined behavior and resultant weaknesses."
689,Permission Race Condition During Resource Copy,Compound,Composite,Draft,Allowed,"The product, while copying or cloning a resource, does not set the resource's permissions or access control until the copy is complete, leaving the resource exposed to other spheres while the copy is taking place."
69,Improper Handling of Windows ::DATA Alternate Data Stream,Variant,Simple,Incomplete,Allowed,"The product does not properly prevent access to, or detect usage of, alternate data streams (ADS)."
694,Use of Multiple Resources with Duplicate Identifier,Base,Simple,Incomplete,Allowed,"The product uses multiple resources that can have the same identifier, in a context in which unique identifiers are required."
695,Use of Low-Level Functionality,Base,Simple,Incomplete,Allowed,The product uses low-level functionality that is explicitly prohibited by the framework or specification under which the product is supposed to operate.
698,Execution After Redirect (EAR),Base,Simple,Incomplete,Allowed,"The web application sends a redirect to another location, but instead of exiting, it executes additional code."
7,J2EE Misconfiguration: Missing Custom Error Page,Variant,Simple,Incomplete,Allowed,The default error page of a web application should not display sensitive information about the product.
708,Incorrect Ownership Assignment,Base,Simple,Incomplete,Allowed,"The product assigns an owner to a resource, but the owner is outside of the intended control sphere."
72,Improper Handling of Apple HFS+ Alternate Data Stream Path,Variant,Simple,Incomplete,Allowed,The product does not properly handle special paths that may identify the data or resource fork of a file on the HFS+ file system.
73,External Control of File Name or Path,Base,Simple,Draft,Allowed,The product allows user input to control or influence paths or file names that are used in filesystem operations.
733,Compiler Optimization Removal or Modification of Security-critical Code,Base,Simple,Incomplete,Allowed,"The developer builds a security-critical protection mechanism into the software, but the compiler optimizes the program such that the mechanism is removed or modified."
749,Exposed Dangerous Method or Function,Base,Simple,Incomplete,Allowed,"The product provides an Applications Programming Interface (API) or similar interface for interaction with external actors, but the interface includes a dangerous method or function that is not properly restricted."
756,Missing Custom Error Page,Base,Simple,Incomplete,Allowed,"The product does not return custom error pages to the user, possibly exposing sensitive information."
757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),Base,Simple,Incomplete,Allowed,"A protocol or its implementation supports interaction between multiple actors and allows those actors to negotiate which algorithm should be used as a protection mechanism such as encryption or authentication, but it does not select the strongest algorithm that is available to both parties."
759,Use of a One-Way Hash without a Salt,Variant,Simple,Incomplete,Allowed,"The product uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the product does not also use a salt as part of the input."
76,Improper Neutralization of Equivalent Special Elements,Base,Simple,Draft,Allowed,"The product correctly neutralizes certain special elements, but it improperly neutralizes equivalent special elements."
760,Use of a One-Way Hash with a Predictable Salt,Variant,Simple,Incomplete,Allowed,"The product uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the product uses a predictable salt as part of the input."
761,Free of Pointer not at Start of Buffer,Variant,Simple,Incomplete,Allowed,"The product calls free() on a pointer to a memory resource that was allocated on the heap, but the pointer is not at the start of the buffer."
762,Mismatched Memory Management Routines,Variant,Simple,Incomplete,Allowed,"The product attempts to return a memory resource to the system, but it calls a release function that is not compatible with the function that was originally used to allocate that resource."
763,Release of Invalid Pointer or Reference,Base,Simple,Incomplete,Allowed,"The product attempts to return a memory resource to the system, but it calls the wrong release function or calls the appropriate release function incorrectly."
764,Multiple Locks of a Critical Resource,Base,Simple,Incomplete,Allowed,"The product locks a critical resource more times than intended, leading to an unexpected state in the system."
765,Multiple Unlocks of a Critical Resource,Base,Simple,Incomplete,Allowed,"The product unlocks a critical resource more times than intended, leading to an unexpected state in the system."
766,Critical Data Element Declared Public,Base,Simple,Incomplete,Allowed,"The product declares a critical variable, field, or member to be public when intended security policy requires it to be private."
767,Access to Critical Private Variable via Public Method,Base,Simple,Incomplete,Allowed,The product defines a public method that reads or modifies a private variable.
768,Incorrect Short Circuit Evaluation,Variant,Simple,Incomplete,Allowed,"The product contains a conditional statement with multiple logical expressions in which one of the non-leading expressions may produce side effects. This may lead to an unexpected state in the program after the execution of the conditional, because short-circuiting logic may prevent the side effects from occurring."
770,Allocation of Resources Without Limits or Throttling,Base,Simple,Incomplete,Allowed,The product allocates a reusable resource or group of resources on behalf of an actor without imposing any intended restrictions on the size or number of resources that can be allocated.
771,Missing Reference to Active Allocated Resource,Base,Simple,Incomplete,Allowed,"The product does not properly maintain a reference to a resource that has been allocated, which prevents the resource from being reclaimed."
772,Missing Release of Resource after Effective Lifetime,Base,Simple,Draft,Allowed,"The product does not release a resource after its effective lifetime has ended, i.e., after the resource is no longer needed."
773,Missing Reference to Active File Descriptor or Handle,Variant,Simple,Incomplete,Allowed,"The product does not properly maintain references to a file descriptor or handle, which prevents that file descriptor/handle from being reclaimed."
774,Allocation of File Descriptors or Handles Without Limits or Throttling,Variant,Simple,Incomplete,Allowed,"The product allocates file descriptors or handles on behalf of an actor without imposing any restrictions on how many descriptors can be allocated, in violation of the intended security policy for that actor."
775,Missing Release of File Descriptor or Handle after Effective Lifetime,Variant,Simple,Incomplete,Allowed,"The product does not release a file descriptor or handle after its effective lifetime has ended, i.e., after the file descriptor/handle is no longer needed."
776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),Base,Simple,Draft,Allowed,"The product uses XML documents and allows their structure to be defined with a Document Type Definition (DTD), but it does not properly control the number of recursive definitions of entities."
777,Regular Expression without Anchors,Variant,Simple,Incomplete,Allowed,"The product uses a regular expression to perform neutralization, but the regular expression is not anchored and may allow malicious or malformed data to slip through."
778,Insufficient Logging,Base,Simple,Draft,Allowed,"When a security-critical event occurs, the product either does not record the event or omits important details about the event when logging it."
779,Logging of Excessive Data,Base,Simple,Draft,Allowed,"The product logs too much information, making log files hard to process and possibly hindering recovery efforts or forensic analysis after an attack."
78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),Base,Simple,Stable,Allowed,"The product constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component."
780,Use of RSA Algorithm without OAEP,Variant,Simple,Incomplete,Allowed,"The product uses the RSA algorithm but does not incorporate Optimal Asymmetric Encryption Padding (OAEP), which might weaken the encryption."
781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,Variant,Simple,Draft,Allowed,"The product defines an IOCTL that uses METHOD_NEITHER for I/O, but it does not validate or incorrectly validates the addresses that are provided."
782,Exposed IOCTL with Insufficient Access Control,Variant,Simple,Draft,Allowed,"The product implements an IOCTL with functionality that should be restricted, but it does not properly enforce access control for the IOCTL."
783,Operator Precedence Logic Error,Base,Simple,Draft,Allowed,The product uses an expression in which operator precedence causes incorrect logic to be used.
784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,Variant,Simple,Draft,Allowed,"The product uses a protection mechanism that relies on the existence or values of a cookie, but it does not properly ensure that the cookie is valid for the associated user."
785,Use of Path Manipulation Function without Maximum-sized Buffer,Variant,Simple,Incomplete,Allowed,"The product invokes a function for normalizing paths or file names, but it provides an output buffer that is smaller than the maximum possible size, such as PATH_MAX."
789,Memory Allocation with Excessive Size Value,Variant,Simple,Draft,Allowed,"The product allocates memory based on an untrusted, large size value, but it does not ensure that the size is within expected limits, allowing arbitrary amounts of memory to be allocated."
79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),Base,Simple,Stable,Allowed,The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.
791,Incomplete Filtering of Special Elements,Base,Simple,Incomplete,Allowed,"The product receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component."
792,Incomplete Filtering of One or More Instances of Special Elements,Variant,Simple,Incomplete,Allowed,"The product receives data from an upstream component, but does not completely filter one or more instances of special elements before sending it to a downstream component."
793,Only Filtering One Instance of a Special Element,Variant,Simple,Incomplete,Allowed,"The product receives data from an upstream component, but only filters a single instance of a special element before sending it to a downstream component."
794,Incomplete Filtering of Multiple Instances of Special Elements,Variant,Simple,Incomplete,Allowed,"The product receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component."
795,Only Filtering Special Elements at a Specified Location,Base,Simple,Incomplete,Allowed,"The product receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component."
796,Only Filtering Special Elements Relative to a Marker,Variant,Simple,Incomplete,Allowed,"The product receives data from an upstream component, but only accounts for special elements positioned relative to a marker (e.g. ""at the beginning/end of a string; the second argument""), thereby missing remaining special elements that may exist before sending it to a downstream component."
797,Only Filtering Special Elements at an Absolute Position,Variant,Simple,Incomplete,Allowed,"The product receives data from an upstream component, but only accounts for special elements at an absolute position (e.g. ""byte number 10""), thereby missing remaining special elements that may exist before sending it to a downstream component."
8,J2EE Misconfiguration: Entity Bean Declared Remote,Variant,Simple,Incomplete,Allowed,"When an application exposes a remote interface for an entity bean, it might also expose methods that get or set the bean's data. These methods could be leveraged to read sensitive information, or to change data in ways that violate the application's expectations, potentially leading to other vulnerabilities."
80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),Variant,Simple,Incomplete,Allowed,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages."
804,Guessable CAPTCHA,Base,Simple,Incomplete,Allowed,"The product uses a CAPTCHA challenge, but the challenge can be guessed or automatically recognized by a non-human actor."
805,Buffer Access with Incorrect Length Value,Base,Simple,Incomplete,Allowed,"The product uses a sequential operation to read or write a buffer, but it uses an incorrect length value that causes it to access memory that is outside of the bounds of the buffer."
806,Buffer Access Using Size of Source Buffer,Variant,Simple,Incomplete,Allowed,"The product uses the size of a source buffer when reading from or writing to a destination buffer, which may cause it to access memory that is outside of the bounds of the buffer."
807,Reliance on Untrusted Inputs in a Security Decision,Base,Simple,Incomplete,Allowed,"The product uses a protection mechanism that relies on the existence or values of an input, but the input can be modified by an untrusted actor in a way that bypasses the protection mechanism."
81,Improper Neutralization of Script in an Error Message Web Page,Variant,Simple,Incomplete,Allowed,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters that could be interpreted as web-scripting elements when they are sent to an error page."
82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,Variant,Simple,Incomplete,Allowed,"The web application does not neutralize or incorrectly neutralizes scripting elements within attributes of HTML IMG tags, such as the src attribute."
820,Missing Synchronization,Base,Simple,Incomplete,Allowed,The product utilizes a shared resource in a concurrent manner but does not attempt to synchronize access to the resource.
821,Incorrect Synchronization,Base,Simple,Incomplete,Allowed,"The product utilizes a shared resource in a concurrent manner, but it does not correctly synchronize access to the resource."
822,Untrusted Pointer Dereference,Base,Simple,Incomplete,Allowed,"The product obtains a value from an untrusted source, converts this value to a pointer, and dereferences the resulting pointer."
823,Use of Out-of-range Pointer Offset,Base,Simple,Incomplete,Allowed,"The product performs pointer arithmetic on a valid pointer, but it uses an offset that can point outside of the intended range of valid memory locations for the resulting pointer."
824,Access of Uninitialized Pointer,Base,Simple,Incomplete,Allowed,The product accesses or uses a pointer that has not been initialized.
825,Expired Pointer Dereference,Base,Simple,Incomplete,Allowed,"The product dereferences a pointer that contains a location for memory that was previously valid, but is no longer valid."
826,Premature Release of Resource During Expected Lifetime,Base,Simple,Incomplete,Allowed,The product releases a resource that is still intended to be used by itself or another actor.
827,Improper Control of Document Type Definition,Variant,Simple,Incomplete,Allowed,"The product does not restrict a reference to a Document Type Definition (DTD) to the intended control sphere. This might allow attackers to reference arbitrary DTDs, possibly causing the product to expose files, consume excessive system resources, or execute arbitrary http requests on behalf of the attacker."
828,Signal Handler with Functionality that is not Asynchronous-Safe,Variant,Simple,Incomplete,Allowed,"The product defines a signal handler that contains code sequences that are not asynchronous-safe, i.e., the functionality is not reentrant, or it can be interrupted."
829,Inclusion of Functionality from Untrusted Control Sphere,Base,Simple,Incomplete,Allowed,"The product imports, requires, or includes executable functionality (such as a library) from a source that is outside of the intended control sphere."
83,Improper Neutralization of Script in Attributes in a Web Page,Variant,Simple,Draft,Allowed,"The product does not neutralize or incorrectly neutralizes ""javascript:"" or other URIs from dangerous attributes within tags, such as onmouseover, onload, onerror, or style."
830,Inclusion of Web Functionality from an Untrusted Source,Variant,Simple,Incomplete,Allowed,"The product includes web functionality (such as a web widget) from another domain, which causes it to operate within the domain of the product, potentially granting total access and control of the product to the untrusted source."
831,Signal Handler Function Associated with Multiple Signals,Variant,Simple,Incomplete,Allowed,The product defines a function that is used as a handler for more than one signal.
832,Unlock of a Resource that is not Locked,Base,Simple,Incomplete,Allowed,The product attempts to unlock a resource that is not locked.
833,Deadlock,Base,Simple,Incomplete,Allowed,"The product contains multiple threads or executable segments that are waiting for each other to release a necessary lock, resulting in deadlock."
835,Loop with Unreachable Exit Condition ('Infinite Loop'),Base,Simple,Incomplete,Allowed,"The product contains an iteration or loop with an exit condition that cannot be reached, i.e., an infinite loop."
836,Use of Password Hash Instead of Password for Authentication,Base,Simple,Incomplete,Allowed,"The product records password hashes in a data store, receives a hash of a password from a client, and compares the supplied hash to the hash obtained from the data store."
837,"Improper Enforcement of a Single, Unique Action",Base,Simple,Incomplete,Allowed,"The product requires that an actor should only be able to perform an action once, or to have only one unique action, but the product does not enforce or improperly enforces this restriction."
838,Inappropriate Encoding for Output Context,Base,Simple,Incomplete,Allowed,"The product uses or specifies an encoding when generating output to a downstream component, but the specified encoding is not the same as the encoding that is expected by the downstream component."
839,Numeric Range Comparison Without Minimum Check,Base,Simple,Incomplete,Allowed,"The product checks a value to ensure that it is less than or equal to a maximum, but it does not also verify that the value is greater than or equal to the minimum."
84,Improper Neutralization of Encoded URI Schemes in a Web Page,Variant,Simple,Draft,Allowed,The web application improperly neutralizes user-controlled input for executable script disguised with URI encodings.
841,Improper Enforcement of Behavioral Workflow,Class,Simple,Incomplete,Allowed,"The product supports a session in which more than one behavior must be performed by an actor, but it does not properly ensure that the actor performs the behaviors in the required sequence."
842,Placement of User into Incorrect Group,Base,Simple,Incomplete,Allowed,The product or the administrator places a user into an incorrect group.
843,Access of Resource Using Incompatible Type ('Type Confusion'),Base,Simple,Incomplete,Allowed,"The product allocates or initializes a resource such as a pointer, object, or variable using one type, but it later accesses that resource using a type that is incompatible with the original type."
85,Doubled Character XSS Manipulations,Variant,Simple,Draft,Allowed,The web application does not filter user-controlled input for executable script disguised using doubling of the involved characters.
86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,Variant,Simple,Draft,Allowed,"The product does not neutralize or incorrectly neutralizes invalid characters or byte sequences in the middle of tag names, URI schemes, and other identifiers."
87,Improper Neutralization of Alternate XSS Syntax,Variant,Simple,Draft,Allowed,The product does not neutralize or incorrectly neutralizes user-controlled input for alternate script syntax.
88,Improper Neutralization of Argument Delimiters in a Command ('Argument Injection'),Base,Simple,Draft,Allowed,"The product constructs a string for a command to be executed by a separate component
in another control sphere, but it does not properly delimit the
intended arguments, options, or switches within that command string."
89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Base,Simple,Stable,Allowed,"The product constructs all or part of an SQL command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended SQL command when it is sent to a downstream component. Without sufficient removal or quoting of SQL syntax in user-controllable inputs, the generated SQL query can cause those inputs to be interpreted as SQL instead of ordinary user data."
9,J2EE Misconfiguration: Weak Access Permissions for EJB Methods,Variant,Simple,Draft,Allowed,"If elevated access rights are assigned to EJB methods, then an attacker can take advantage of the permissions to exploit the product."
90,Improper Neutralization of Special Elements used in an LDAP Query ('LDAP Injection'),Base,Simple,Draft,Allowed,"The product constructs all or part of an LDAP query using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended LDAP query when it is sent to a downstream component."
908,Use of Uninitialized Resource,Base,Simple,Incomplete,Allowed,The product uses or accesses a resource that has not been initialized.
910,Use of Expired File Descriptor,Base,Simple,Incomplete,Allowed,The product uses or accesses a file descriptor after it has been closed.
911,Improper Update of Reference Count,Base,Simple,Incomplete,Allowed,"The product uses a reference count to manage a resource, but it does not update or incorrectly updates the reference count."
914,Improper Control of Dynamically-Identified Variables,Base,Simple,Incomplete,Allowed,The product does not properly restrict reading from or writing to dynamically-identified variables.
915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,Base,Simple,Incomplete,Allowed,"The product receives input from an upstream component that specifies multiple attributes, properties, or fields that are to be initialized or updated in an object, but it does not properly control which attributes can be modified."
916,Use of Password Hash With Insufficient Computational Effort,Base,Simple,Incomplete,Allowed,"The product generates a hash for a password, but it uses a scheme that does not provide a sufficient level of computational effort that would make password cracking attacks infeasible or expensive."
